cell_type	Ag_class	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	n_ovlp	tot_genes	n_bg_ovlp	tot_bg_genes	enrichment	db
Collecting	Ag-low	GO:0031012	extracellular matrix	4/10	369/13849	9.16913613989291e-5	7.412862077945697e-4	5.852259535220287e-4	Itih5/Reln/Abi3bp/Nid2	4	4	10	369	13849	15.012466124661247	CC
Collecting	Ag-low	GO:0030312	external encapsulating structure	4/10	370/13849	9.266077597432121e-5	7.412862077945697e-4	5.852259535220287e-4	Itih5/Reln/Abi3bp/Nid2	4	4	10	370	13849	14.971891891891891	CC
Collecting	Ag-low	GO:0097107	postsynaptic density assembly	2/10	21/13782	9.878121995201716e-5	0.028879307193940548	0.01722625341392945	Reln/Abi3bp	2	2	10	21	13782	131.25714285714287	BP
Collecting	Ag-low	GO:1904861	excitatory synapse assembly	2/10	28/13782	1.7732497259942553e-4	0.028879307193940548	0.01722625341392945	Reln/Abi3bp	2	2	10	28	13782	98.44285714285715	BP
Collecting	Ag-low	GO:0098698	postsynaptic specialization assembly	2/10	30/13782	2.0390649859802017e-4	0.028879307193940548	0.01722625341392945	Reln/Abi3bp	2	2	10	30	13782	91.88	BP
Collecting	Ag-low	GO:0097106	postsynaptic density organization	2/10	36/13782	2.9462762332681843e-4	0.028879307193940548	0.01722625341392945	Reln/Abi3bp	2	2	10	36	13782	76.56666666666668	BP
Collecting	Ag-low	GO:0010559	regulation of glycoprotein biosynthetic process	2/10	39/13782	3.461359114010716e-4	0.028879307193940548	0.01722625341392945	Ccl21a/Itm2a	2	2	10	39	13782	70.67692307692309	BP
Collecting	Ag-low	GO:0099068	postsynapse assembly	2/10	40/13782	3.642125431220667e-4	0.028879307193940548	0.01722625341392945	Reln/Abi3bp	2	2	10	40	13782	68.91000000000001	BP
Collecting	Ag-low	GO:1903018	regulation of glycoprotein metabolic process	2/10	43/13782	4.2115656324496635e-4	0.028879307193940548	0.01722625341392945	Ccl21a/Itm2a	2	2	10	43	13782	64.10232558139535	BP
Collecting	Ag-low	GO:0061001	regulation of dendritic spine morphogenesis	2/10	55/13782	6.893889216030906e-4	0.03676740915216483	0.02193143703813341	Reln/Abi3bp	2	2	10	55	13782	50.11636363636364	BP
